"plan_id","name","edu_section_binary","edu_section_detail","edu_strategy","edu_what","edu_target_audience","edu_content_type","edu_topic","edu_staff_binary","edu_staff_detail","edu_funding_binary","edu_funding_detail","edu_outcome_binary","edu_outcome_detail","edu_indicator_binary","edu_indicator_detail","obs_id"
130,"Marmion Marine Park",1,"INFORMATION, INTERPRETATION AND EDUCATION","Regularly review and update interpretive signs and displays, including panel and interactive material. Consider their location onshore in liaison with the appropriate land manager.","Improve visitor infrastructure","Visitors","Development; Implementation","EE",0,"N/A",0,"Not specified",0,"N/A",0,"N/A","606"
130,"Marmion Marine Park",1,"INFORMATION, INTERPRETATION AND EDUCATION","Promote educational tours by school and other groups. Organise special 'Holiday Activities Programs' at least annually to coincide with school holidays or special functions.","School presentations and/or workshops","Schools, students, and educators","Development; Implementation","EE",0,"N/A",0,"Not specified",0,"N/A",0,"N/A","607"
130,"Marmion Marine Park",1,"INFORMATION, INTERPRETATION AND EDUCATION","Provide signs in accordance with Department of Conservation and Land Management (CALM's) sign manual. Consider the need to distinguish Park signs for the proliferation of other signs, particularly along the coastal strip. Liaise with nearby land managers regarding CALM signs onshore.","Improve signage and target communication of park rules","Local residents; Visitors","Implementation","Compliance",0,"N/A",0,"Not specified",0,"N/A",0,"N/A","608"
130,"Marmion Marine Park",1,"INFORMATION, INTERPRETATION AND EDUCATION","Develop interactive displays to be used at special functions outside the Park.","Media marketing and science communication","General public","Development; Implementation","EE",0,"N/A",0,"Not specified",0,"N/A",0,"N/A","609"
130,"Marmion Marine Park",1,"INFORMATION, INTERPRETATION AND EDUCATION","Continue to be proactive in the provision of news items to local and metropolitan media (refer also to Section 23.0, Marketing and Promotion).","Media marketing and science communication","General public; Media journalists","Implementation","EE",0,"N/A",0,"Not specified",0,"N/A",0,"N/A","610"
131,"Rowley Shoals Marine Park",1,"7.2 Education and Interpretation","Develop and implement, in collaboration with DoF, other relevant agencies and commercial operators, a marine education program to ensure Park users are aware of and understand the values of the Park, management zones and regulations, and the reasons for these controls (DEC, DoF, Operators). (H-KMS)","Collaborate toward community presentations and/or workshops","Government officials; Organizations as potential collaborators; Visitors","Development; Implementation","EE and compliance",1,"Department of Environment and Conservation staff",0,"Not specified",1,"Implementation of management strategies within agreed timeframes .",0,"N/A","611"
131,"Rowley Shoals Marine Park",1,"7.2 Education and Interpretation","Develop and distribute to the community and visitors a range of education materials about the Marine Park’s values, pressures on these values, management strategies and targets, as well as marine conservation more broadly (DEC, DoF). (H)","Media marketing and science communication","Local residents; Visitors","Development; Implementation","EE",1,"Department of Environment and Conservation staff",0,"Not specified",1,"Implementation of management strategies within agreed timeframes .",0,"N/A","612"
131,"Rowley Shoals Marine Park",1,"7.2 Education and Interpretation","Assist the fishing, tourism, charter and other key sectors to access and deliver marine information courses/materials to their staff or patrons (DEC). (H)","Training in best practices for tourism operators","Fishers; Local tourism operators; Visitors","Development; Implementation","EE",1,"Department of Environment and Conservation staff",0,"Not specified",1,"Implementation of management strategies within agreed timeframes .",0,"N/A","613"
132,"Ngari Capes Marine Park",1,"5.2 Education and Interpretation","Develop and implement an education and interpretation program designed to raise community awareness of: the importance of ecological and social values, especially key performance indicator values; appropriate behaviours to avoid or reduce human impacts, particularly fishing, and to ensure public safety; zoning and boundaries of the marine park (DEC, DoF, DoT) (H–KMS).","Community presentations and/or workshops","Government officials; Local residents; Visitors","Development; Implementation","EE and compliance",1,"Department of Environment and Conservation staff",0,"Not specified",1,"Seventy-five per cent of local residents aware of the existence of the marine park, its values and the restrictions applying to the area, and of the need for marine conservation, within three years of gazettal; To have the management actions implemented within the agreed timeframes (Appendix V).",0,"N/A","614"
132,"Ngari Capes Marine Park",1,"5.2 Education and Interpretation","Where appropriate, implement education and interpretation programs in collaboration with external organisations (DEC, DoF, TWA, LG, WAM, SWCC, licensed tourism operators) (H).","Collaborate toward community presentations and/or workshops","Organizations as potential collaborators; Local tourism operators; Government officials; Local residents; Visitors","Development; Implementation","EE",1,"Department of Environment and Conservation staff",0,"Not specified",1,"Seventy-five per cent of local residents aware of the existence of the marine park, its values and the restrictions applying to the area, and of the need for marine conservation, within three years of gazettal; To have the management actions implemented within the agreed timeframes (Appendix V).",0,"N/A","615"
132,"Ngari Capes Marine Park",1,"5.2 Education and Interpretation","Ensure that education and interpretation programs complement, and integrate with, terrestrial programs for the Leeuwin–Naturaliste National Park (DEC) (H).","Evaluation of strategy","Park administration; Local residents; Visitors","Development; Implementation; Evaluation","EE",1,"Department of Environment and Conservation staff",0,"Not specified",1,"Seventy-five per cent of local residents aware of the existence of the marine park, its values and the restrictions applying to the area, and of the need for marine conservation, within three years of gazettal; To have the management actions implemented within the agreed timeframes (Appendix V).",0,"N/A","616"
132,"Ngari Capes Marine Park",1,"5.2 Education and Interpretation","Prepare signage and materials in accordance with the requirements of the education and interpretation program (DEC, DoF) (H).","Improve visitor infrastructure","Park administration; Local residents; Visitors","Development; Implementation","EE",1,"Department of Environment and Conservation staff",0,"Not specified",1,"Seventy-five per cent of local residents aware of the existence of the marine park, its values and the restrictions applying to the area, and of the need for marine conservation, within three years of gazettal; To have the management actions implemented within the agreed timeframes (Appendix V).",0,"N/A","617"
132,"Ngari Capes Marine Park",1,"5.2 Education and Interpretation","Distribute appropriate education and interpretive materials to individuals, community groups, clubs, schools and customers and staff of commercial operations (DEC, DoF) (H).","Media marketing and science communication","Schools, students, and educators; Local residents; Local tourism operators; Visitors","Implementation","EE",1,"Department of Environment and Conservation staff",0,"Not specified",1,"Seventy-five per cent of local residents aware of the existence of the marine park, its values and the restrictions applying to the area, and of the need for marine conservation, within three years of gazettal; To have the management actions implemented within the agreed timeframes (Appendix V).",0,"N/A","618"
132,"Ngari Capes Marine Park",1,"5.2 Education and Interpretation","Integrate marine conservation information into the school curriculum, where possible (DEC, DoF) (M).","School presentations and/or workshops","Schools, students, and educators","Development; Implementation","EE",1,"Department of Environment and Conservation staff",0,"Not specified",1,"Seventy-five per cent of local residents aware of the existence of the marine park, its values and the restrictions applying to the area, and of the need for marine conservation, within three years of gazettal; To have the management actions implemented within the agreed timeframes (Appendix V).",0,"N/A","619"
132,"Ngari Capes Marine Park",1,"5.2 Education and Interpretation","Facilitate, where appropriate, the development of in situ marine education and interpretive opportunities that enhance visitor appreciation, including such things as the placement of educational snorkel and/or dive plinths and trails and placement of underwater markers to indicate noteworthy underwater photographic points (DEC) (M).","Improve visitor infrastructure","Visitors","Development; Implementation","EE",1,"Department of Environment and Conservation staff",0,"Not specified",1,"Seventy-five per cent of local residents aware of the existence of the marine park, its values and the restrictions applying to the area, and of the need for marine conservation, within three years of gazettal; To have the management actions implemented within the agreed timeframes (Appendix V).",0,"N/A","620"
132,"Ngari Capes Marine Park",1,"5.2 Education and Interpretation","Provide work experience and voluntary placement opportunities, where possible, to facilitate education through direct involvement in operational management (DEC, DoF) (M).","Local volunteer/steward program","Local residents; General public","Development; Implementation","EE",1,"Department of Environment and Conservation staff",0,"Not specified",1,"Seventy-five per cent of local residents aware of the existence of the marine park, its values and the restrictions applying to the area, and of the need for marine conservation, within three years of gazettal; To have the management actions implemented within the agreed timeframes (Appendix V).",0,"N/A","621"
132,"Ngari Capes Marine Park",1,"5.2 Education and Interpretation","Provide talks and briefings about the marine park’s values and management to user groups as necessary (DEC) (M).","Community presentations and/or workshops","General public","Development; Implementation","EE",1,"Department of Environment and Conservation staff",0,"Not specified",1,"Seventy-five per cent of local residents aware of the existence of the marine park, its values and the restrictions applying to the area, and of the need for marine conservation, within three years of gazettal; To have the management actions implemented within the agreed timeframes (Appendix V).",0,"N/A","622"
133,"Shoalwater Islands Marine Park",1,"7.2 Education and interpretation","Develop and implement, in collaboration with DoF and other relevant agencies, education and interpretation programs to ensure users are aware of and understand the values of the marine park, management zones and regulations, and the reasons for these controls (DEC, DoF) (H-KMS).","Collaborate toward community presentations and/or workshops","Organizations as potential collaborators; Government officials; Local residents; Visitors","Development; Implementation","EE and compliance",1,"Department of Environment and Conservation staff",0,"Not specified",1,"Implementation of management strategies within agreed timeframes (Appendix II).",0,"N/A","623"
133,"Shoalwater Islands Marine Park",1,"7.2 Education and interpretation","Develop and distribute to the community and users appropriate education materials about the marine park’s values, pressures on these values, strategies, targets, management and marine conservation more broadly (DEC, DoF) (H).","Community presentations and/or workshops","Local residents; Visitors","Development; Implementation","EE",1,"Department of Environment and Conservation staff",0,"Not specified",1,"Implementation of management strategies within agreed timeframes (Appendix II).",0,"N/A","624"
133,"Shoalwater Islands Marine Park",1,"7.2 Education and interpretation","Assist the fishing, tourism, charter and other key sectors to access and deliver marine information courses/materials to their staff or patrons (DEC) (H).","Training in best practices for tourism operators","Fishers; Local tourism operators; Local residents","Development; Implementation","EE",1,"Department of Environment and Conservation staff",0,"Not specified",1,"Implementation of management strategies within agreed timeframes (Appendix II).",0,"N/A","625"
133,"Shoalwater Islands Marine Park",1,"7.2 Education and interpretation","Provide talks and briefings about the marine park’s values, uses and management to user groups (DEC) (M).","Community presentations and/or workshops","Local residents; General public; Visitors","Development; Implementation","EE",1,"Department of Environment and Conservation staff",0,"Not specified",1,"Implementation of management strategies within agreed timeframes (Appendix II).",0,"N/A","626"
134,"Walpole and Nornalup Inlets Marine Park",1,"7.2 Education and interpretation","Develop and implement an education and interpretation program designed to raise community awareness of: the importance of ecological and social values; appropriate behaviours to avoid or reduce human impacts, particularly fishing, and to ensure public safety; and zoning and other restrictions (DEC) (H-KMS).","Community presentations and/or workshops","Local residents","Development; Implementation","EE and compliance",1,"Department of Environment and Conservation staff",0,"Not specified",1,"Implementation of management strategies within agreed timeframes (Appendix II).",0,"N/A","627"
134,"Walpole and Nornalup Inlets Marine Park",1,"7.2 Education and interpretation","Where appropriate, implement education and interpretation programs in collaboration with external organisations (DEC) (H).","Collaborate toward community presentations and/or workshops","Organizations as potential collaborators; Local residents; Visitors","Development; Implementation","EE",1,"Department of Environment and Conservation staff",0,"Not specified",1,"Implementation of management strategies within agreed timeframes (Appendix II).",0,"N/A","628"
134,"Walpole and Nornalup Inlets Marine Park",1,"7.2 Education and interpretation","Ensure education and interpretation programs complement, and integrate with terrestrial programs for adjacent reserves (DEC) (H).","Evaluation of strategy","Park administration; Local residents; Visitors","Development; Implementation; Evaluation","EE",1,"Department of Environment and Conservation staff",0,"Not specified",1,"Implementation of management strategies within agreed timeframes (Appendix II).",0,"N/A","629"
134,"Walpole and Nornalup Inlets Marine Park",1,"7.2 Education and interpretation","Distribute appropriate education and interpretive materials to individuals, community groups, clubs, schools and customers and staff of commercial operations (DEC, DoF) (H).","Media marketing and science communication","Local residents; Visitors; Schools, students, and educators; Local tourism operators","Implementation","EE",1,"Department of Environment and Conservation staff",0,"Not specified",1,"Implementation of management strategies within agreed timeframes (Appendix II).",0,"N/A","630"
134,"Walpole and Nornalup Inlets Marine Park",1,"7.2 Education and interpretation","Provide work experience and voluntary placement opportunities, where possible, to facilitate education through direct involvement in operational management (DEC, DoF) (M).","Local volunteer/steward program","Local residents; General public","Development; Implementation","EE",1,"Department of Environment and Conservation staff",0,"Not specified",1,"Implementation of management strategies within agreed timeframes (Appendix II).",0,"N/A","631"
134,"Walpole and Nornalup Inlets Marine Park",1,"7.2 Education and interpretation","Provide talks and briefings about the marine park’s values and management to user groups as necessary (DEC) (M).","Community presentations and/or workshops","General public","Development; Implementation","EE",1,"Department of Environment and Conservation staff",0,"Not specified",1,"Implementation of management strategies within agreed timeframes (Appendix II).",0,"N/A","632"
135,"Pulu Keeling National Park",0,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"633"
136,"Bird Island Marine Sanctuary",1,"Goal 2: Inform and educate visitors about the conservation area resources, regulations, and recommended visitor use practices.","Objective 2.1: DFW will annually review the information and distribution of visitor information brochures, flyers, or posters for the conservation areas, and will revise and distribute those materials as needed to meet public education needs.","Evaluation of strategy","Visitors; General public; Media journalists; Government officials; Organizations as potential collaborators","Development; Implementation","EE",1,"Commonwealth of the Northern Mariana Islands Division of Fish and Wildlife staff",1,"Existing personnel and funding",1,"DFW will update and distribute, as needed, visitor information materials (i.e., brochures, maps, flyers, or posters) to convey the purposes, needs, regulations, and recommended visitor use practices for conservation area uses.",0,"N/A","634"
136,"Bird Island Marine Sanctuary",1,"Goal 2: Inform and educate visitors about the conservation area resources, regulations, and recommended visitor use practices.","Objective 2.2: DFW will annually review signs in the Bird Island Wildlife Conservation Area and refurbish or replace those signs, or install new signs, as needed to educate the visitors about resources, safety, regulations and recommended visitor use practices.","Improve signage and target communication of park rules","Visitors; Government officials; Organizations as potential collaborators","Development; Implementation","Compliance",1,"Commonwealth of the Northern Mariana Islands Division of Fish and Wildlife staff",1,"Existing personnel and funding",1,"DFW will review signs in the Bird Island Wildlife Conservation Area and refurbish or replace them, or install new signs, as needed to educate the public about resources, safety, regulations and recommended visitor use practices.",0,"N/A","635"
136,"Bird Island Marine Sanctuary",1,"Goal 2: Inform and educate visitors about the conservation area resources, regulations, and recommended visitor use practices.","Objective 2.3: DFW will annually assist schools, individuals, and groups in using the conservation areas for educational programs.","School presentations and/or workshops","Schools, students, and educators; Local residents","Development; Implementation","EE",1,"Commonwealth of the Northern Mariana Islands Division of Fish and Wildlife staff",0,"Not specified",1,"DFW will assist schools, groups, and individuals with using the conservation areas for educational purposes, provided that such uses are consistent with the conservation purpose of those conservation areas.",0,"N/A","636"
137,"Forbidden Island Marine Sanctuary",1,"Goal 2: Inform and educate visitors about the conservation area resources, regulations, and recommended visitor use practices.","Objective 2.1: DFW will annually review the information and distribution of visitor information brochures, flyers, or posters for the conservation areas, and will revise and distribute those materials as needed to meet public education needs.","Evaluation of strategy","Visitors; General public; Media journalists; Government officials; Organizations as potential collaborators","Development; Implementation","EE",1,"Commonwealth of the Northern Mariana Islands Division of Fish and Wildlife staff",1,"Existing personnel and funding",1,"DFW will update and distribute, as needed, visitor information materials (i.e., brochures, maps, flyers, or posters) to convey the purposes, needs, regulations, and recommended visitor use practices for conservation area uses.",0,"N/A","637"
137,"Forbidden Island Marine Sanctuary",1,"Goal 2: Inform and educate visitors about the conservation area resources, regulations, and recommended visitor use practices.","Objective 2.2: DFW will annually review signs in the Kagman Wildlife Conservation Area and refurbish or replace those signs, or install new signs, as needed to educate the visitors about resources, safety, regulations and recommended visitor use practices.","Improve signage and target communication of park rules","Visitors; Government officials; Organizations as potential collaborators","Development; Implementation","Compliance",1,"Commonwealth of the Northern Mariana Islands Division of Fish and Wildlife staff",1,"Existing personnel and funding",1,"DFW will review signs in the Kagman Wildlife Conservation Area and refurbish or replace signs, or install new signs, as needed to educate the public about resources, regulations and recommended visitor use practices.",0,"N/A","638"
137,"Forbidden Island Marine Sanctuary",1,"Goal 2: Inform and educate visitors about the conservation area resources, regulations, and recommended visitor use practices.","Objective 2.3: DFW will annually assist schools, individuals, and groups in using the conservation areas for educational programs.","School presentations and/or workshops","Schools, students, and educators; Local residents","Development; Implementation","EE",1,"Commonwealth of the Northern Mariana Islands Division of Fish and Wildlife staff",0,"Not specified",1,"DFW will assist schools, groups, and individuals with using the conservation areas for educational purposes, provided that those uses are consistent with the conservation purpose of those conservation areas.",0,"N/A","639"
138,"Managaha Marine Conservation Area",1,"Goal 2: Inform and educate visitors about the conservation area resources, regulations, and recommended visitor use practices.","Within one year of when the Conservation Area regulations have been promulgated, the DFW (with funding support provided by the Mañagaha Island Landing and User Fees) will design, produce, and distribute visitor information brochures and posters.","Improve visitor infrastructure","Visitors; Local tourism operators; Government officials; Local residents; General public","Development; Implementation","EE and compliance",1,"Commonwealth of the Northern Mariana Islands Division of Fish and Wildlife staff",1,"Landing and user fees",1,"The DFW will develop a high quality visitor information brochure and poster that conveys the purpose, need, and benefits of the conservation area, as well as a map that shows the conservation area boundaries, management zones, and other features, and a summary of regulations and important visitor use guidelines. Appendix E contains recommendations for these brochures and posters.",1,"The DFW will review the need and effectiveness of the brochure and provide recommendations for additional printing and distribution.","640"
138,"Managaha Marine Conservation Area",1,"Goal 2: Inform and educate visitors about the conservation area resources, regulations, and recommended visitor use practices.","Within three years of completing this management plan, the DFW will design a Mañagaha Visitor Information Center that will be constructed and maintained by the Mañagaha Island Concessionaire.","Improve visitor infrastructure","Visitors; Organizations as potential collaborators","Development; Implementation","EE",1,"Mañagaha Island Concessionaire staff",0,"Not specified",1,"The DFW will design, and the Mañagaha Island Concessionaire will construct and maintain, a high quality visitor information center on Mañagaha Island near where the pier meets the beach (preferably in or near tree shade) to help educate visitors and reduce resource degradation caused by visitor uses.",1,"The DFW will annually assess the effectiveness of the visitor center and provide recommended changes in the annual report (Goal 5).","641"
138,"Managaha Marine Conservation Area",1,"Goal 2: Inform and educate visitors about the conservation area resources, regulations, and recommended visitor use practices.","Within three years of completing this management plan, the DFW (with funding support provided by the Mañagaha Island Concessionaire) will develop and install visitor information signs along trails or elsewhere on Mañagaha Island.","Improve visitor infrastructure","Visitors","Development; Implementation","Not directly stated",1,"Commonwealth of the Northern Mariana Islands Division of Fish and Wildlife staff",1,"Mañagaha Island Concessionaire",1,"Within two years of when this plan is completed, signs will be begin to be installed according the highest priority needs and the remaining signs will be installed within three years.",1,"The DFW will annually assess the need for signs in the conservation area and establish those signs as needed. Recommendations for signs will be included in the annual report (Goal 5).","642"
138,"Managaha Marine Conservation Area",1,"Goal 2: Inform and educate visitors about the conservation area resources, regulations, and recommended visitor use practices.","Within five years of completing this plan, the DFW will develop a trail management plan that will be implemented by the Mañagaha Island Concessionaire.","Improve visitor infrastructure","Visitors","Development; Implementation","Not directly stated",1,"Commonwealth of the Northern Mariana Islands Division of Fish and Wildlife staff",1,"Mañagaha Island Concessionaire",1,"The DFW will assess the condition of the trails on Mañagaha Island, including assessing the maintenance work that MPLA requires the Concessionaire to perform on those trails per the “Agreement for Special Recreational Concession” with the MPLA.",1,"The DFW will continue to assess the condition of the trails and other visitor use facilities on Mañagaha Island to determine whether those facilities comply with regulations and the intent of Public Law 12-12.","643"
138,"Managaha Marine Conservation Area",1,"Goal 2: Inform and educate visitors about the conservation area resources, regulations, and recommended visitor use practices.","The DFW will continue to assist schools, and other institutional education organizations, in using the conservation area for educational programs.","School presentations and/or workshops","Schools, students, and educators; Local residents; Visitors; Organizations as potential collaborators","Development; Implementation","EE",1,"Commonwealth of the Northern Mariana Islands Division of Fish and Wildlife staff",0,"Not specified",1,"The DFW will assist the Board of Education and other non-public educational institutions with implementing their curriculums that take place in the conservation area, provided that such curriculum is consistent with the intent of the conservation area, and as provided by Public Law 12- 12.",1,"The DFW will assess the needs and costs of creating an environmental learning center on Mañagaha Island as described in Appendix E (also refer to Objective 4.2).","644"
139,"Pulau Tinggi and Pulau Sibu Marine Park Management Plan",1,"3.10 Awareness and Education","Provide clear and visible billboards and signage to mark entry points to marine park areas as well as “do and don'ts” signage throughout the marine park island, to be located at all jetties, public beaches and resort areas.","Improve signage and target communication of park rules","Visitors; Local residents; General public","Development; Implementation","Compliance",0,"N/A",0,"Not specified",1,"Besides updating information, billboards and signage located at strategic locations will provide visitors and tourists with basic information on the island and the do's and don'ts while visiting.",0,"N/A","645"
139,"Pulau Tinggi and Pulau Sibu Marine Park Management Plan",1,"3.10 Awareness and Education","Distribute attractive but informative brochures and pamphlets in all strategic or accessible locations (e.g. hotel rooms, ferries and flights, travel agents, online websites, marine park fee collection counters and other locations attended by potential visitors).","Media marketing and science communication","Visitors","Development; Implementation","EE",1,"Department of Marine Park Malaysia",0,"Not specified",1,"Besides placing the brochures and pamphlets at the entrance gate; i.e. all jetties to Marine Park islands , the brochures and pamphlets will also be distributed at other local airports, and by tour and travel agents and tourism promoters. The hotels and resorts will also print their own brochures and pamphlets with similar information and educational materials on Pulau Tioman Marine Park.",0,"N/A","646"
139,"Pulau Tinggi and Pulau Sibu Marine Park Management Plan",1,"3.10 Awareness and Education","Distribute educational, informative and interactive CD to schools, libraries, ferry operators, for in-flight entertainment and to other suitable locations where this media can be made use of.","Media marketing and science communication","Schools, students, and educators; Local residents; Visitors","Development; Implementation","EE",1,"Department of Marine Park Malaysia Johor State office",0,"Not specified",1,"DMPM will seek the cooperation of all receivers to play the CD as regularly as possible.",0,"N/A","647"
139,"Pulau Tinggi and Pulau Sibu Marine Park Management Plan",1,"3.10 Awareness and Education","Organize and manage the cleaning and beautification event in Pulau Tinggi and Pulau Sibu.","Clean up event","Organizations as potential collaborators; Local residents; Government officials; Local tourism operators","Development; Implementation","EE",1,"Department of Marine Park Malaysia",0,"Not specified",1,"DMPM will jointly organize cleaning and beautification programmes with MDM on an annual basis.",0,"N/A","648"
139,"Pulau Tinggi and Pulau Sibu Marine Park Management Plan",1,"3.10 Awareness and Education","Organize educational and awareness forum.","Community presentations and/or workshops","Local tourism operators; Local council; Visitors","Development; Implementation","EE",1,"Department of Marine Park Malaysia",0,"Not specified",1,"In 2012, DMPM will organize an educational and awareness forum involving representatives from all resorts and hotels, regular tour and travel agents to Marine Park islands and committee members of the Pulau Tinggi CCC and Koperasi.",0,"N/A","649"
139,"Pulau Tinggi and Pulau Sibu Marine Park Management Plan",1,"3.10 Awareness and Education","Use social media as a medium for promoting marine parks and inculcating awareness of the need to conserve and preserve marine biodiversity.","Media marketing and science communication","General public; Local residents; Visitors; Local tourism operators","Development; Implementation","EE",0,"N/A",0,"Not specified",0,"N/A",0,"N/A","650"
139,"Pulau Tinggi and Pulau Sibu Marine Park Management Plan",1,"3.10 Awareness and Education","Use documentary, short docudrama, series, cartoons, forums and advertisements to promote marine parks and to inculcate awareness of the need to conserve and preserve marine biodiversity. These media products can also be displayed in cinemas, on outdoor electronic boards, and the like.","Media marketing and science communication","Media journalists; Organizations as potential collaborators; Government officials; General public; Local residents; Visitors","Development; Implementation","EE",0,"N/A",0,"Not specified",0,"N/A",0,"N/A","651"
140,"Pulau Tioman Marine Park",1,"3.10 Awareness and Education","Pulau Tioman Marine Park Discovery Centre will assist people of all ages to discover the wonders of the marine environment within Pulau Redang marine park waters. The centre's role is to organize and manage programmes that will inspire and enable people to explore and understand the sea and the coast first hand.","Improve visitor infrastructure","Visitors; Local residents; Schools, students, and educators","Development; Implementation","EE",1,"Pulau Redang Community Consultative Committee",1,"Reveue from entrance fees, any acquired start-up funds",1,"Such development should begin immediately and should be continued until the local communities and the public at large are familiar with the do's and don'ts while being on Pulau Tioman. Over the three years the study team was with the villagers of Pulau Tioman, a significant change was observed in local community perceptions toward Marine Park rules and regulations and the DMPM perspective of developing their island and community.",0,"N/A","652"
140,"Pulau Tioman Marine Park",1,"3.10 Awareness and Education","Provide clear and visible billboards and signage to mark entry points to marine park areas as well as “do and don'ts” signage throughout the marine park island, to be located at all jetties, public beaches and resort areas.","Improve signage and target communication of park rules","Visitors; Local residents; General public","Development; Implementation","Compliance",0,"N/A",0,"Not specified",1,"Besides updating information, billboards and signage located at strategic locations will provide visitors and tourists with basic information on the island and the do's and don'ts while visiting.",0,"N/A","653"
140,"Pulau Tioman Marine Park",1,"3.10 Awareness and Education","Distribute attractive but informative brochures and pamphlets in all strategic or accessible locations (e.g. hotel rooms, ferries and flights, travel agents, online websites, marine park fee collection counters and other locations attended by potential visitors).","Media marketing and science communication","Visitors","Development; Implementation","EE",1,"Department of Marine Park Malaysia",0,"Not specified",1,"Besides placing the brochures and pamphlets at the entrance gate; i.e. all jetties to Pulau Tioman and Pulau Tioman airport, the brochures and pamphlets will also be distributed at other local airports, and by tour and travel agents and tourism promoters. The hotels and resorts will also print their own brochures and pamphlets with similar information and educational materials on Pulau Tioman Marine Park.",0,"N/A","654"
140,"Pulau Tioman Marine Park",1,"3.10 Awareness and Education","Distribute educational, informative and interactive CD to schools, libraries, ferry operators, for in-flight entertainment and to other suitable locations where this media can be displayed.","Media marketing and science communication","Schools, students, and educators; Local residents; Visitors","Development; Implementation","EE",1,"Department of Marine Park Malaysia Pahang State office",0,"Not specified",1,"DMPM will seek the cooperation of all receivers to play the CD as regularly as possible.",0,"N/A","655"
140,"Pulau Tioman Marine Park",1,"3.10 Awareness and Education","Organize and manage the cleaning and beautification event in Pulau Tioman.","Clean up event","Organizations as potential collaborators; Local residents; Government officials; Local tourism operators","Development; Implementation","EE",1,"Department of Marine Park Malaysia",0,"Not specified",1,"DMPM will jointly organize cleaning and beautification programmes with TDA on an annual basis.",0,"N/A","656"
140,"Pulau Tioman Marine Park",1,"3.10 Awareness and Education","Organize educational and awareness forum.","Community presentations and/or workshops","Local tourism operators; Local council; Visitors","Development; Implementation","EE",1,"Department of Marine Park Malaysia",0,"Not specified",1,"In 2013, DMPM will organize an educational and awareness forum involving representatives from all  resorts and hotels, regular tour and travel agents to  Pulau Tioman and committee members of the Pulau Tioman CCC and KPPRTB.",0,"N/A","657"
140,"Pulau Tioman Marine Park",1,"3.10 Awareness and Education","Use social media as a medium for promoting marine parks and inculcating awareness of the need to conserve and preserve marine biodiversity.","Media marketing and science communication","General public; Local residents; Visitors; Local tourism operators","Development; Implementation","EE",0,"N/A",0,"Not specified",0,"N/A",0,"N/A","658"
140,"Pulau Tioman Marine Park",1,"3.10 Awareness and Education","Use documentary, short docudrama, series, cartoons, forums and advertisements to promote marine parks and to inculcate awareness of the need to conserve and preserve marine biodiversity. These media products can also be displayed in cinemas, on outdoor electronic boards, and the like.","Media marketing and science communication","Media journalists; Organizations as potential collaborators; Government officials; General public; Local residents; Visitors","Development; Implementation","EE",0,"N/A",0,"Not specified",0,"N/A",0,"N/A","659"
141,"Ahihi-Kinau Natural Area Reserve",1,"Objective H2: Improve knowledge and promote awareness of the Reserve","Establish an interpretive program.","Improve visitor infrastructure","Volunteers; Local residents; General public; Organizations as potential collaborators; Visitors","Development; Implementation","EE",1,"Volunteer Coordinator",1,"Staff time + USD $55,000",1,"Coordinator hired and implements the plan in coordination with partners (i.e. NOAA, National Park Service, TNC, etc.); Interpretive plan contractor selected; interpretive plan completed; interpretive enforcement signs installed.",1,"Outcome completed by Year 2","660"
141,"Ahihi-Kinau Natural Area Reserve",1,"Objective H2: Improve knowledge and promote awareness of the Reserve","Implement and operate a volunteer program.","Local volunteer/steward program","Volunteers; Local residents; General public; Organizations as potential collaborators; Visitors","Development; Implementation","EE",1,"Volunteer Coordinator; Reserve Manager",1,"Staff time + USD $2,500",1,"Coordinator hired and implements volunteer program; Volunteer survey conducted.",1,"Outcome completed by Year 1","661"
142,"Maldives Biosphere Reserve",1,"Participation & Outreach:","There will be strong attention to raising community awareness and engagement in environmental issues through schools and NGOs, volunteering, art and cultural activities, and the media.","School presentations and/or workshops","Schools, students, and educators; Organizations as potential collaborators; Local residents; Media journalists","Development; Implementation","EE",0,"N/A",0,"Not specified",0,"N/A",0,"N/A","662"
143,"California Coastal Marine Protected Area Network",1,"3.1 OUTREACH AND EDUCATION","Broadly and collaboratively disseminate information","Media marketing and science communication","General public; Organizations as potential collaborators; Visitors","Development; Implementation","Compliance",1,"California Department of Fish and Wildlife staff and Marine Life Protection Program staff",0,"Not specified",1,"It is expected that this approach will support the long-term positive effects of the MPA network, as over time there will be greater voluntary compliance with MPA take regulations.",0,"N/A","663"
143,"California Coastal Marine Protected Area Network",1,"3.1 OUTREACH AND EDUCATION","Develop statewide, regional, and local-scale outreach projects","Collaborate toward community presentations and/or workshops","Park administration","Development; Implementation","Compliance",1,"California Department of Fish and Wildlife staff and Marine Life Protection Program staff",0,"Not specified",1,"It is expected that this approach will support the long-term positive effects of the MPA network, as over time there will be greater voluntary compliance with MPA take regulations.",0,"N/A","664"
